Student_ID,Name,Email,Preferred_Domain,JEE_Score,Admission_Enquiry
STU01229,Krisha Mangat,krisha.mangat@college.edu,Cyber_Security,77,BTech
STU01230,Jacob Kibe,jacob.kibe@college.edu,Computer_Science,37,MTech
STU01231,Balendra Dora,balendra.dora@college.edu,Aeronautical_Engineering,169,BTech
STU01232,Samarth Lal,samarth.lal@college.edu,Civil_Engineering,105,BTech
STU01233,Isaac Agate,isaac.agate@college.edu,Mechanical,158,MTech
STU01234,Gautam Bains,gautam.bains@college.edu,Data_Science,63,BTech
STU01235,Jyoti Datta,jyoti.datta@college.edu,Data_Science,109,BTech
STU01236,Urvashi Narula,urvashi.narula@college.edu,Data_Science,139,BTech
STU01237,Devika Sridhar,devika.sridhar@college.edu,Computer_Science,46,BTech
STU01238,Gayathri Raj,gayathri.raj@college.edu,AI_ML,190,BTech
STU01239,Omisha Loyal,omisha.loyal@college.edu,Cyber_Security,57,MTech
STU01240,Lipika Mane,lipika.mane@college.edu,Cyber_Security,157,BTech
STU01241,Lakshit Goyal,lakshit.goyal@college.edu,IT,139,BTech
STU01242,Abeer Tata,abeer.tata@college.edu,Civil_Engineering,98,BTech
STU01243,Tanay Khanna,tanay.khanna@college.edu,Mechanical,153,BTech
STU01244,Gautami Dalal,gautami.dalal@college.edu,Electronics,225,BTech
STU01245,Gautam Sahota,gautam.sahota@college.edu,IT,250,BTech
STU01246,Samuel Varughese,samuel.varughese@college.edu,Computer_Science,175,MTech
STU01247,Yashasvi Mani,yashasvi.mani@college.edu,Electronics,102,BTech
STU01248,Siddharth Loyal,siddharth.loyal@college.edu,IT,50,MTech
STU01249,Naveen Samra,naveen.samra@college.edu,Computer_Science,43,BTech
STU01250,Udyati Gill,udyati.gill@college.edu,Mechanical,69,BTech
STU01251,Ranbir Chawla,ranbir.chawla@college.edu,Aeronautical_Engineering,148,BTech
STU01252,Aadhya Bal,aadhya.bal@college.edu,IT,82,BTech
STU01253,Anamika Nayak,anamika.nayak@college.edu,Electronics,122,MTech
STU01254,Chatresh Korpal,chatresh.korpal@college.edu,AI_ML,260,BTech
STU01255,Christopher Chandra,christopher.chandra@college.edu,Data_Science,296,MTech
STU01256,Dhriti Upadhyay,dhriti.upadhyay@college.edu,Civil_Engineering,62,MTech
STU01257,Devansh Mital,devansh.mital@college.edu,Computer_Science,120,MTech
STU01258,Aayush Kala,aayush.kala@college.edu,AI_ML,213,BTech
STU01259,Agastya Pai,agastya.pai@college.edu,Cyber_Security,119,BTech
STU01260,Tanmayi Sarkar,tanmayi.sarkar@college.edu,Civil_Engineering,177,BTech
STU01261,Yagnesh Aurora,yagnesh.aurora@college.edu,Cyber_Security,76,MTech
STU01262,Indali Taneja,indali.taneja@college.edu,Data_Science,128,BTech
STU01263,Girindra Vora,girindra.vora@college.edu,Electronics,117,BTech
STU01264,Gaurav Zachariah,gaurav.zachariah@college.edu,Civil_Engineering,110,BTech
STU01265,Noah Garg,noah.garg@college.edu,IT,122,MTech
STU01266,Ridhi Deshmukh,ridhi.deshmukh@college.edu,Cyber_Security,155,BTech
STU01267,Sachi Sanghvi,sachi.sanghvi@college.edu,Data_Science,145,BTech
STU01268,Omaja Virk,omaja.virk@college.edu,AI_ML,244,BTech
STU01269,Tejas Kaul,tejas.kaul@college.edu,Civil_Engineering,65,BTech
STU01270,Yadavi Chadha,yadavi.chadha@college.edu,Mechanical,135,BTech
STU01271,Naksh Agarwal,naksh.agarwal@college.edu,Civil_Engineering,86,BTech
STU01272,Dayamai Wadhwa,dayamai.wadhwa@college.edu,Data_Science,60,BTech
STU01273,Ijaya Parmer,ijaya.parmer@college.edu,Electronics,258,MTech
STU01274,Hamsini Krishnan,hamsini.krishnan@college.edu,Electronics,253,BTech
STU01275,Devansh Nayak,devansh.nayak@college.edu,Mechanical,106,BTech
STU01276,Bhavani Mander,bhavani.mander@college.edu,Aeronautical_Engineering,156,BTech
STU01277,Hemani Chand,hemani.chand@college.edu,Electronics,150,MTech
STU01278,Ekansh Balan,ekansh.balan@college.edu,Civil_Engineering,174,BTech
STU01279,Jairaj Korpal,jairaj.korpal@college.edu,IT,164,BTech
STU01280,Qasim Bedi,qasim.bedi@college.edu,Computer_Science,163,MTech
STU01281,Nimrat Choudhary,nimrat.choudhary@college.edu,Aeronautical_Engineering,85,BTech
STU01282,Vedika Barman,vedika.barman@college.edu,Cyber_Security,141,BTech
STU01283,Arin Virk,arin.virk@college.edu,Cyber_Security,149,BTech
STU01284,Veda Mohan,veda.mohan@college.edu,IT,183,BTech
STU01285,Charvi Kadakia,charvi.kadakia@college.edu,Aeronautical_Engineering,167,BTech
STU01286,Lajita Ghose,lajita.ghose@college.edu,Data_Science,88,BTech
STU01287,Raagini Char,raagini.char@college.edu,IT,120,BTech
STU01288,Krishna Sheth,krishna.sheth@college.edu,Data_Science,103,BTech
STU01289,Krisha Reddy,krisha.reddy@college.edu,Cyber_Security,246,BTech
STU01290,Laban Mann,laban.mann@college.edu,Data_Science,124,BTech
STU01291,Ranveer Bajaj,ranveer.bajaj@college.edu,Data_Science,102,BTech
STU01292,Kai Sarin,kai.sarin@college.edu,Aeronautical_Engineering,49,BTech
STU01293,Samesh Dugar,samesh.dugar@college.edu,Data_Science,34,BTech
STU01294,Tanish Ghose,tanish.ghose@college.edu,Mechanical,128,BTech
STU01295,Praneel Buch,praneel.buch@college.edu,Computer_Science,97,MTech
STU01296,Ekaraj Chatterjee,ekaraj.chatterjee@college.edu,Computer_Science,32,BTech
STU01297,Tejas Sane,tejas.sane@college.edu,Cyber_Security,95,BTech
STU01298,Xalak Shukla,xalak.shukla@college.edu,Civil_Engineering,177,MTech
STU01299,Jairaj Nayak,jairaj.nayak@college.edu,Electronics,230,BTech
STU01300,Niharika Bhat,niharika.bhat@college.edu,Electronics,287,BTech
STU01301,Wahab Ben,wahab.ben@college.edu,Mechanical,148,BTech
STU01302,Dominic Samra,dominic.samra@college.edu,Civil_Engineering,155,MTech
STU01303,William Palan,william.palan@college.edu,Aeronautical_Engineering,57,BTech
STU01304,Aarnav Sethi,aarnav.sethi@college.edu,Aeronautical_Engineering,155,BTech
STU01305,Ekiya Mannan,ekiya.mannan@college.edu,IT,154,MTech
STU01306,Sanya Rao,sanya.rao@college.edu,Data_Science,54,MTech
STU01307,Thomas Mani,thomas.mani@college.edu,Aeronautical_Engineering,158,MTech
STU01308,Devika Nair,devika.nair@college.edu,Civil_Engineering,171,MTech
STU01309,Manan Subramanian,manan.subramanian@college.edu,Cyber_Security,213,BTech
STU01310,Shivansh Mani,shivansh.mani@college.edu,Data_Science,210,BTech
STU01311,Advaith Bhalla,advaith.bhalla@college.edu,Aeronautical_Engineering,254,MTech
STU01312,Manbir Aggarwal,manbir.aggarwal@college.edu,AI_ML,92,MTech
STU01313,Amaira Sachdev,amaira.sachdev@college.edu,Computer_Science,147,MTech
STU01314,Zashil Majumdar,zashil.majumdar@college.edu,Civil_Engineering,114,BTech
STU01315,Gaurika Deol,gaurika.deol@college.edu,AI_ML,110,MTech
STU01316,Amol Samra,amol.samra@college.edu,Data_Science,168,BTech
STU01317,Harshil Rana,harshil.rana@college.edu,Civil_Engineering,104,BTech
STU01318,Daksha Parmer,daksha.parmer@college.edu,IT,97,BTech
STU01319,Raghav Mander,raghav.mander@college.edu,Electronics,185,BTech
STU01320,Hardik Karnik,hardik.karnik@college.edu,Data_Science,109,MTech
STU01321,Zayan Handa,zayan.handa@college.edu,Data_Science,148,BTech
STU01322,Ekaja Krishnan,ekaja.krishnan@college.edu,Cyber_Security,254,BTech
STU01323,Gavin Subramanian,gavin.subramanian@college.edu,Aeronautical_Engineering,95,BTech
STU01324,Zinal Hayer,zinal.hayer@college.edu,AI_ML,160,BTech
STU01325,Aachal Singh,aachal.singh@college.edu,Aeronautical_Engineering,121,BTech
STU01326,Udarsh Manda,udarsh.manda@college.edu,Cyber_Security,144,BTech
STU01327,Ekaraj Sahni,ekaraj.sahni@college.edu,Electronics,152,BTech
STU01328,Krishna Rai,krishna.rai@college.edu,IT,80,BTech
STU01329,Vritti Thaman,vritti.thaman@college.edu,Electronics,68,BTech
STU01330,Ayush Arora,ayush.arora@college.edu,AI_ML,152,MTech
STU01331,Triya Verma,triya.verma@college.edu,Aeronautical_Engineering,52,BTech
STU01332,Siddharth Krishnan,siddharth.krishnan@college.edu,Cyber_Security,48,BTech
STU01333,Warhi Raval,warhi.raval@college.edu,Aeronautical_Engineering,135,BTech
STU01334,Samesh Pall,samesh.pall@college.edu,Mechanical,173,BTech
STU01335,Ethan Handa,ethan.handa@college.edu,Electronics,150,BTech
STU01336,Charita Dugar,charita.dugar@college.edu,Computer_Science,194,BTech
STU01337,Divya Grover,divya.grover@college.edu,Mechanical,122,MTech
STU01338,Matthew Chada,matthew.chada@college.edu,Aeronautical_Engineering,151,BTech
STU01339,Rachit Upadhyay,rachit.upadhyay@college.edu,Computer_Science,124,BTech
STU01340,Nimrat Sharma,nimrat.sharma@college.edu,Computer_Science,61,BTech
STU01341,Darika Loyal,darika.loyal@college.edu,AI_ML,228,BTech
STU01342,Chavvi Lad,chavvi.lad@college.edu,Mechanical,136,BTech
STU01343,Leena Mani,leena.mani@college.edu,Aeronautical_Engineering,89,BTech
STU01344,Kavya Khurana,kavya.khurana@college.edu,Aeronautical_Engineering,214,BTech
STU01345,Unni Gandhi,unni.gandhi@college.edu,Civil_Engineering,284,BTech
STU01346,Hitesh Patla,hitesh.patla@college.edu,Computer_Science,83,BTech
STU01347,Varenya Deshpande,varenya.deshpande@college.edu,Computer_Science,76,MTech
STU01348,Balendra Jayaraman,balendra.jayaraman@college.edu,Electronics,140,BTech
STU01349,Abhimanyu Rao,abhimanyu.rao@college.edu,Data_Science,149,MTech
STU01350,Warda Balan,warda.balan@college.edu,Aeronautical_Engineering,175,BTech
STU01351,Yuvraj Nadkarni,yuvraj.nadkarni@college.edu,AI_ML,66,BTech
STU01352,Zansi Chaudhary,zansi.chaudhary@college.edu,Cyber_Security,178,BTech
STU01353,Charvi Oak,charvi.oak@college.edu,AI_ML,168,BTech
STU01354,Matthew Andra,matthew.andra@college.edu,Data_Science,105,BTech
STU01355,Hredhaan Bhat,hredhaan.bhat@college.edu,IT,125,BTech
STU01356,Aradhana Cherian,aradhana.cherian@college.edu,Aeronautical_Engineering,80,MTech
STU01357,Bhanumati Halder,bhanumati.halder@college.edu,Civil_Engineering,136,BTech
STU01358,Ridhi Banerjee,ridhi.banerjee@college.edu,Data_Science,96,BTech
STU01359,Aayush Dani,aayush.dani@college.edu,Computer_Science,155,MTech
STU01360,Vasana Jhaveri,vasana.jhaveri@college.edu,Mechanical,117,BTech
STU01361,Balveer Rege,balveer.rege@college.edu,Electronics,31,BTech
STU01362,Harshil Buch,harshil.buch@college.edu,IT,45,BTech
STU01363,Aarush Palla,aarush.palla@college.edu,Civil_Engineering,50,BTech
STU01364,Faqid Soman,faqid.soman@college.edu,Mechanical,95,BTech
STU01365,Omkaar Vala,omkaar.vala@college.edu,Aeronautical_Engineering,73,BTech
STU01366,Karan Borra,karan.borra@college.edu,IT,174,BTech
STU01367,Pahal Sachdev,pahal.sachdev@college.edu,Data_Science,132,BTech
STU01368,Chasmum Vyas,chasmum.vyas@college.edu,Electronics,133,MTech
STU01369,Mugdha Bandi,mugdha.bandi@college.edu,Aeronautical_Engineering,179,BTech
STU01370,Anmol Chana,anmol.chana@college.edu,Computer_Science,165,BTech
STU01371,Jason Dey,jason.dey@college.edu,Mechanical,148,MTech
STU01372,Abdul Chaudhari,abdul.chaudhari@college.edu,IT,142,BTech
STU01373,Dayita Sawhney,dayita.sawhney@college.edu,Mechanical,42,MTech
STU01374,Vedika Shetty,vedika.shetty@college.edu,Civil_Engineering,39,BTech
STU01375,Tarak Ganesan,tarak.ganesan@college.edu,Civil_Engineering,33,MTech
STU01376,Falak Bassi,falak.bassi@college.edu,AI_ML,249,BTech
STU01377,William Loyal,william.loyal@college.edu,AI_ML,102,MTech
STU01378,Joshua Manda,joshua.manda@college.edu,IT,176,BTech
STU01379,Adweta Borah,adweta.borah@college.edu,Mechanical,50,BTech
STU01380,Upadhriti Uppal,upadhriti.uppal@college.edu,AI_ML,289,BTech
STU01381,Lajita Gera,lajita.gera@college.edu,Mechanical,54,BTech
STU01382,Aarav Bobal,aarav.bobal@college.edu,Data_Science,164,BTech
STU01383,Ekavir Vora,ekavir.vora@college.edu,Cyber_Security,60,MTech
STU01384,Ikbal Doshi,ikbal.doshi@college.edu,AI_ML,52,MTech
STU01385,Shivansh Parmar,shivansh.parmar@college.edu,Mechanical,86,BTech
STU01386,Gunbir Varma,gunbir.varma@college.edu,Aeronautical_Engineering,148,BTech
STU01387,Rudra Jain,rudra.jain@college.edu,Civil_Engineering,159,BTech
STU01388,Peter Vasa,peter.vasa@college.edu,Computer_Science,150,BTech
STU01389,Bahadurjit Tara,bahadurjit.tara@college.edu,Cyber_Security,45,MTech
STU01390,Ishita Choudhury,ishita.choudhury@college.edu,Computer_Science,170,MTech
STU01391,Ridhi Trivedi,ridhi.trivedi@college.edu,AI_ML,260,BTech
STU01392,Gaurangi Vyas,gaurangi.vyas@college.edu,Aeronautical_Engineering,155,BTech
STU01393,Waida Borde,waida.borde@college.edu,Data_Science,135,BTech
STU01394,Zilmil Biswas,zilmil.biswas@college.edu,Computer_Science,177,BTech
STU01395,Nisha Dutt,nisha.dutt@college.edu,Aeronautical_Engineering,138,MTech
STU01396,Gautam Parekh,gautam.parekh@college.edu,AI_ML,295,MTech
STU01397,Chakradhar Balasubramanian,chakradhar.balasubramanian@college.edu,Data_Science,121,BTech
STU01398,Jason Jani,jason.jani@college.edu,AI_ML,94,MTech
STU01399,Hemani Om,hemani.om@college.edu,Aeronautical_Engineering,78,BTech
STU01400,Bachittar Sibal,bachittar.sibal@college.edu,Civil_Engineering,126,MTech
STU01401,Tamanna Setty,tamanna.setty@college.edu,Data_Science,167,BTech
STU01402,Gautami Banik,gautami.banik@college.edu,Data_Science,120,BTech
STU01403,Unni Vala,unni.vala@college.edu,Mechanical,51,BTech
STU01404,Aashi Sunder,aashi.sunder@college.edu,Mechanical,104,BTech
STU01405,Vansha Mangat,vansha.mangat@college.edu,Data_Science,160,MTech
STU01406,Warinder Zachariah,warinder.zachariah@college.edu,AI_ML,137,BTech
STU01407,Wyatt Yogi,wyatt.yogi@college.edu,Computer_Science,43,BTech
STU01408,Sarthak Sanghvi,sarthak.sanghvi@college.edu,Computer_Science,109,MTech
STU01409,Ekavir Bhagat,ekavir.bhagat@college.edu,Data_Science,105,BTech
STU01410,Mason Loke,mason.loke@college.edu,Mechanical,111,BTech
STU01411,Farhan Kamdar,farhan.kamdar@college.edu,Electronics,49,BTech
STU01412,Guneet Palla,guneet.palla@college.edu,Electronics,97,MTech
STU01413,Ekiya Pal,ekiya.pal@college.edu,IT,51,BTech
STU01414,Advaith Madan,advaith.madan@college.edu,IT,170,BTech
STU01415,Vansha Soni,vansha.soni@college.edu,Civil_Engineering,238,BTech
STU01416,Unni Ratti,unni.ratti@college.edu,Cyber_Security,114,MTech
STU01417,Tejas Shankar,tejas.shankar@college.edu,Aeronautical_Engineering,111,BTech
STU01418,Inaya Wadhwa,inaya.wadhwa@college.edu,Aeronautical_Engineering,118,BTech
STU01419,Yashodhara Kakar,yashodhara.kakar@college.edu,IT,264,MTech
STU01420,Daniel Nagi,daniel.nagi@college.edu,Civil_Engineering,71,BTech
STU01421,Quincy Wagle,quincy.wagle@college.edu,Electronics,108,BTech
STU01422,Yashawini Sharaf,yashawini.sharaf@college.edu,Civil_Engineering,179,BTech
STU01423,Anay Grewal,anay.grewal@college.edu,Electronics,86,BTech
STU01424,Chatura Rastogi,chatura.rastogi@college.edu,Aeronautical_Engineering,164,BTech
STU01425,Chandresh Deol,chandresh.deol@college.edu,AI_ML,139,MTech
STU01426,Ranbir Dua,ranbir.dua@college.edu,IT,53,BTech
STU01427,Faqid Kota,faqid.kota@college.edu,Electronics,102,BTech
STU01428,Chaaya Sarraf,chaaya.sarraf@college.edu,Electronics,90,MTech
STU01429,Yashvi Nadig,yashvi.nadig@college.edu,Aeronautical_Engineering,262,BTech
STU01430,Dayamai Behl,dayamai.behl@college.edu,Electronics,123,BTech
STU01431,Baljiwan Setty,baljiwan.setty@college.edu,Civil_Engineering,51,BTech
STU01432,Kalpit Chanda,kalpit.chanda@college.edu,Data_Science,115,MTech
STU01433,Jatin Ghose,jatin.ghose@college.edu,Cyber_Security,104,BTech
STU01434,Yashasvi Dalal,yashasvi.dalal@college.edu,Data_Science,300,BTech
STU01435,Vedant Narula,vedant.narula@college.edu,Aeronautical_Engineering,128,BTech
STU01436,Lila Sagar,lila.sagar@college.edu,Computer_Science,137,BTech
STU01437,Hemangini Mall,hemangini.mall@college.edu,Aeronautical_Engineering,43,BTech
STU01438,Qushi Anand,qushi.anand@college.edu,Electronics,68,BTech
STU01439,Widisha Dyal,widisha.dyal@college.edu,Cyber_Security,148,BTech
STU01440,Agastya Bhatia,agastya.bhatia@college.edu,Cyber_Security,71,BTech
STU01441,Forum Kalla,forum.kalla@college.edu,Mechanical,146,BTech
STU01442,Aarav Kanda,aarav.kanda@college.edu,Computer_Science,240,BTech
STU01443,Charan Bahri,charan.bahri@college.edu,Data_Science,39,MTech
STU01444,Nandini Narain,nandini.narain@college.edu,Civil_Engineering,140,BTech
STU01445,Dev Mani,dev.mani@college.edu,Data_Science,144,BTech
STU01446,Vivaan Chad,vivaan.chad@college.edu,Civil_Engineering,101,BTech
STU01447,Ekantika Lata,ekantika.lata@college.edu,Data_Science,204,BTech
STU01448,Nathaniel Dhaliwal,nathaniel.dhaliwal@college.edu,Civil_Engineering,266,BTech
STU01449,Tejas Gopal,tejas.gopal@college.edu,AI_ML,47,MTech
STU01450,Bishakha Buch,bishakha.buch@college.edu,Computer_Science,156,BTech
STU01451,Anirudh Lad,anirudh.lad@college.edu,Aeronautical_Engineering,162,BTech
STU01452,Netra Wagle,netra.wagle@college.edu,Electronics,149,BTech
STU01453,Ekantika Chaudry,ekantika.chaudry@college.edu,Cyber_Security,140,BTech
STU01454,Rohan Karnik,rohan.karnik@college.edu,Mechanical,51,BTech
STU01455,Rachana Mann,rachana.mann@college.edu,Civil_Engineering,123,MTech
STU01456,Wakeeta Dugar,wakeeta.dugar@college.edu,Cyber_Security,268,MTech
STU01457,Ira Bassi,ira.bassi@college.edu,Cyber_Security,242,BTech
STU01458,Aashi Wadhwa,aashi.wadhwa@college.edu,IT,170,MTech
STU01459,Darika Dayal,darika.dayal@college.edu,IT,260,BTech
STU01460,Wishi Chadha,wishi.chadha@college.edu,Electronics,131,BTech
STU01461,Benjamin Choudhry,benjamin.choudhry@college.edu,IT,172,BTech
STU01462,Yochana Ranganathan,yochana.ranganathan@college.edu,Aeronautical_Engineering,47,MTech
STU01463,Charles Uppal,charles.uppal@college.edu,Cyber_Security,150,MTech
STU01464,Omisha Ghose,omisha.ghose@college.edu,Civil_Engineering,67,BTech
STU01465,Ranbir Kapur,ranbir.kapur@college.edu,Mechanical,106,BTech
STU01466,Pranit Wagle,pranit.wagle@college.edu,AI_ML,200,BTech
STU01467,Yutika Bose,yutika.bose@college.edu,Mechanical,143,MTech
STU01468,Urmi Trivedi,urmi.trivedi@college.edu,Electronics,55,BTech
STU01469,Arya Ranganathan,arya.ranganathan@college.edu,Mechanical,148,MTech
STU01470,Frederick Kale,frederick.kale@college.edu,Computer_Science,120,MTech
STU01471,Lakshmi Chaudhary,lakshmi.chaudhary@college.edu,Electronics,170,BTech
STU01472,Udyati Kapoor,udyati.kapoor@college.edu,Mechanical,124,BTech
STU01473,Sachi Sodhi,sachi.sodhi@college.edu,Data_Science,148,BTech
STU01474,Deepa Ben,deepa.ben@college.edu,Mechanical,123,BTech
STU01475,Pranav Venkatesh,pranav.venkatesh@college.edu,Mechanical,235,BTech
STU01476,Aditya Balay,aditya.balay@college.edu,AI_ML,43,BTech
STU01477,Xiti Bhardwaj,xiti.bhardwaj@college.edu,AI_ML,103,BTech
STU01478,Vinaya Mangat,vinaya.mangat@college.edu,Electronics,121,MTech
STU01479,Upadhriti Ratta,upadhriti.ratta@college.edu,Computer_Science,96,BTech
STU01480,Prisha Shroff,prisha.shroff@college.edu,Cyber_Security,164,BTech
STU01481,Qasim Sehgal,qasim.sehgal@college.edu,Mechanical,158,BTech
STU01482,Vrinda Bobal,vrinda.bobal@college.edu,Civil_Engineering,261,BTech
STU01483,Mitesh D’Alia,mitesh.d’alia@college.edu,Mechanical,138,BTech
STU01484,Vinaya Varughese,vinaya.varughese@college.edu,Aeronautical_Engineering,124,BTech
STU01485,Edhitha Dhawan,edhitha.dhawan@college.edu,Electronics,132,MTech
STU01486,Hitesh Kakar,hitesh.kakar@college.edu,Electronics,166,MTech
STU01487,Simon Panchal,simon.panchal@college.edu,Aeronautical_Engineering,135,BTech
STU01488,Raksha Toor,raksha.toor@college.edu,Computer_Science,141,BTech
STU01489,Vanya Garde,vanya.garde@college.edu,Civil_Engineering,145,BTech
STU01490,Nandini Kunda,nandini.kunda@college.edu,Computer_Science,268,MTech
STU01491,Tamanna Natt,tamanna.natt@college.edu,Data_Science,241,BTech
STU01492,Gaurika Kanda,gaurika.kanda@college.edu,Data_Science,136,BTech
STU01493,Dakshesh Mane,dakshesh.mane@college.edu,Civil_Engineering,44,BTech
STU01494,Eta Krish,eta.krish@college.edu,Electronics,139,BTech
STU01495,Shaurya Chanda,shaurya.chanda@college.edu,IT,157,BTech
STU01496,Kritika Mani,kritika.mani@college.edu,IT,283,MTech
STU01497,Brinda Patil,brinda.patil@college.edu,Mechanical,145,BTech
STU01498,Unnati Reddy,unnati.reddy@college.edu,Cyber_Security,169,MTech
STU01499,Aashi Nadkarni,aashi.nadkarni@college.edu,IT,148,BTech
STU01500,Jairaj Gopal,jairaj.gopal@college.edu,Electronics,161,MTech
STU01501,Nisha Kibe,nisha.kibe@college.edu,Electronics,39,BTech
STU01502,Utkarsh Grover,utkarsh.grover@college.edu,Cyber_Security,34,BTech
STU01503,Anita Korpal,anita.korpal@college.edu,Electronics,63,BTech
STU01504,Tanish Misra,tanish.misra@college.edu,Aeronautical_Engineering,106,BTech
STU01505,Bhavna Sachdev,bhavna.sachdev@college.edu,Computer_Science,171,BTech
STU01506,Yashica Shan,yashica.shan@college.edu,IT,40,BTech
STU01507,Bhanumati Ratti,bhanumati.ratti@college.edu,Data_Science,162,BTech
STU01508,Amol Choudhary,amol.choudhary@college.edu,Aeronautical_Engineering,150,MTech
STU01509,Janaki Borah,janaki.borah@college.edu,Aeronautical_Engineering,121,BTech
STU01510,Ekta Sharaf,ekta.sharaf@college.edu,IT,162,BTech
STU01511,Vrinda Lata,vrinda.lata@college.edu,Cyber_Security,65,BTech
STU01512,Charvi Kaur,charvi.kaur@college.edu,Computer_Science,150,MTech
STU01513,Ekani Prakash,ekani.prakash@college.edu,Aeronautical_Engineering,105,BTech
STU01514,Kabir Sastry,kabir.sastry@college.edu,Cyber_Security,143,BTech
STU01515,Vincent Gera,vincent.gera@college.edu,Mechanical,163,BTech
STU01516,Chaman Mangat,chaman.mangat@college.edu,Computer_Science,68,MTech
STU01517,Daniel Palla,daniel.palla@college.edu,Mechanical,175,BTech
STU01518,Ryan Ganesh,ryan.ganesh@college.edu,AI_ML,148,MTech
STU01519,Anjali Tandon,anjali.tandon@college.edu,IT,115,BTech
STU01520,Aarna Nath,aarna.nath@college.edu,Electronics,154,MTech
STU01521,Ishani Oommen,ishani.oommen@college.edu,Aeronautical_Engineering,37,BTech
STU01522,Janani Sampath,janani.sampath@college.edu,Mechanical,82,BTech
STU01523,Jai Jhaveri,jai.jhaveri@college.edu,AI_ML,115,BTech
STU01524,Elijah Luthra,elijah.luthra@college.edu,Aeronautical_Engineering,196,BTech
STU01525,Omkaar Loke,omkaar.loke@college.edu,Electronics,152,BTech
STU01526,Janya Yohannan,janya.yohannan@college.edu,Aeronautical_Engineering,251,MTech
STU01527,Radha Setty,radha.setty@college.edu,Cyber_Security,50,BTech
STU01528,Chanchal Swaminathan,chanchal.swaminathan@college.edu,Mechanical,261,BTech
STU01529,Orinder Saxena,orinder.saxena@college.edu,Computer_Science,76,BTech
STU01530,Jagvi Kara,jagvi.kara@college.edu,Data_Science,39,BTech
STU01531,Pranav Jayaraman,pranav.jayaraman@college.edu,Mechanical,107,MTech
STU01532,Mohammed Peri,mohammed.peri@college.edu,Cyber_Security,101,BTech
STU01533,Qarin Dugal,qarin.dugal@college.edu,Mechanical,213,MTech
STU01534,Ubika Shenoy,ubika.shenoy@college.edu,AI_ML,156,BTech
STU01535,Ekbal Mitra,ekbal.mitra@college.edu,Electronics,49,MTech
STU01536,Qarin Goswami,qarin.goswami@college.edu,Computer_Science,261,BTech
STU01537,Prisha Kaur,prisha.kaur@college.edu,Civil_Engineering,267,MTech
STU01538,Tanish Kade,tanish.kade@college.edu,Mechanical,111,BTech
STU01539,Zarna Thakkar,zarna.thakkar@college.edu,Electronics,160,BTech
STU01540,Rachit Baral,rachit.baral@college.edu,Electronics,67,BTech
STU01541,Mahika Bedi,mahika.bedi@college.edu,IT,148,MTech
STU01542,Champak Hayre,champak.hayre@college.edu,Cyber_Security,131,BTech
STU01543,Nandini Gole,nandini.gole@college.edu,Computer_Science,47,BTech
STU01544,Anika Ganesan,anika.ganesan@college.edu,Data_Science,142,MTech
STU01545,Radha Borah,radha.borah@college.edu,Electronics,144,BTech
STU01546,Chakrika Muni,chakrika.muni@college.edu,Electronics,160,BTech
STU01547,Ekbal Rajagopal,ekbal.rajagopal@college.edu,Data_Science,141,BTech
STU01548,Neelima Jhaveri,neelima.jhaveri@college.edu,Civil_Engineering,61,BTech
STU01549,Ishanvi Sharaf,ishanvi.sharaf@college.edu,IT,152,BTech
STU01550,Vedhika Gade,vedhika.gade@college.edu,Electronics,154,BTech
STU01551,David Keer,david.keer@college.edu,AI_ML,140,BTech
STU01552,Baghyawati Pathak,baghyawati.pathak@college.edu,Data_Science,150,MTech
STU01553,Upkaar Ram,upkaar.ram@college.edu,Mechanical,172,BTech
STU01554,Nidra Sridhar,nidra.sridhar@college.edu,Electronics,32,MTech
STU01555,Udant Merchant,udant.merchant@college.edu,Computer_Science,98,BTech
STU01556,Fariq Padmanabhan,fariq.padmanabhan@college.edu,Electronics,177,BTech
STU01557,Saanvi Puri,saanvi.puri@college.edu,IT,65,BTech
STU01558,Zarna Devi,zarna.devi@college.edu,Cyber_Security,151,BTech
STU01559,Alexander Sankaran,alexander.sankaran@college.edu,AI_ML,34,BTech
STU01560,Hritik Dhaliwal,hritik.dhaliwal@college.edu,Aeronautical_Engineering,166,MTech
STU01561,Varenya Karnik,varenya.karnik@college.edu,Cyber_Security,143,BTech
STU01562,Gopal Rout,gopal.rout@college.edu,Mechanical,119,BTech
STU01563,Amara Bail,amara.bail@college.edu,Electronics,231,BTech
STU01564,Chanakya Thaman,chanakya.thaman@college.edu,AI_ML,156,MTech
STU01565,Xiti Nadkarni,xiti.nadkarni@college.edu,Cyber_Security,196,BTech
STU01566,Aachal Kar,aachal.kar@college.edu,Data_Science,162,BTech
STU01567,Advay Bhagat,advay.bhagat@college.edu,Civil_Engineering,40,BTech
STU01568,Gauri Thaker,gauri.thaker@college.edu,Cyber_Security,175,BTech
STU01569,Lekha Nair,lekha.nair@college.edu,Aeronautical_Engineering,54,BTech
STU01570,Radha Soni,radha.soni@college.edu,Electronics,217,BTech
STU01571,Champak Murthy,champak.murthy@college.edu,Data_Science,168,BTech
STU01572,Gaurav Kurian,gaurav.kurian@college.edu,Data_Science,160,BTech
STU01573,Krishna Kalita,krishna.kalita@college.edu,AI_ML,140,BTech
STU01574,Kritika Saxena,kritika.saxena@college.edu,AI_ML,90,BTech
